plate_well,WellId,Plate,Plate_number,Drug_name,Treatment,Metadata_dil_factor,Metadata_concentration_uM,PlateNumber,Row,Column,cell_counts,label
1A1_N18,N18,Plate1_drugs,1,bendamustine,treated,0.015625,0.3125,1A1,14,18,709,1
1A1_N20,N20,Plate1_drugs,1,DMSO,control,NULL,NULL,1A1,14,20,830,1
1A1_O05,O05,Plate1_drugs,1,DMSO,control,NULL,NULL,1A1,15,5,815,1
1A1_O10,O10,Plate1_drugs,1,DMSO,control,NULL,NULL,1A1,15,10,752,1
1A1_O15,O15,Plate1_drugs,1,DMSO,control,NULL,NULL,1A1,15,15,718,1
1A1_O21,O21,Plate1_drugs,1,DMSO,control,NULL,NULL,1A1,15,21,803,1
1A2_B02,B02,Plate1_drugs,1,DMSO,control,NULL,NULL,1A2,2,2,774,1
1A2_B03,B03,Plate1_drugs,1,bleomycin,treated,1,20,1A2,2,3,662,7
1A2_B04,B04,Plate1_drugs,1,bleomycin,treated,0.5,10,1A2,2,4,567,6
1A2_B05,B05,Plate1_drugs,1,bleomycin,treated,0.25,5,1A2,2,5,570,5
1A2_B06,B06,Plate1_drugs,1,bleomycin,treated,0.125,2.5,1A2,2,6,740,4
1A2_B07,B07,Plate1_drugs,1,bleomycin,treated,0.0625,1.25,1A2,2,7,685,3
1A2_B08,B08,Plate1_drugs,1,DMSO,control,NULL,NULL,1A2,2,8,734,1
1A2_B09,B09,Plate1_drugs,1,bleomycin,treated,0.03125,0.625,1A2,2,9,709,2
1A2_B10,B10,Plate1_drugs,1,bleomycin,treated,0.015625,0.3125,1A2,2,10,604,1
1A2_B11,B11,Plate1_drugs,1,alvocidib,treated,1,20,1A2,2,11,137,7
1A2_B12,B12,Plate1_drugs,1,alvocidib,treated,0.5,10,1A2,2,12,132,6
1A2_B13,B13,Plate1_drugs,1,alvocidib,treated,0.25,5,1A2,2,13,122,5
1A2_B14,B14,Plate1_drugs,1,DMSO,control,NULL,NULL,1A2,2,14,647,1
1A2_B15,B15,Plate1_drugs,1,alvocidib,treated,0.125,2.5,1A2,2,15,192,4
1A2_B16,B16,Plate1_drugs,1,alvocidib,treated,0.0625,1.25,1A2,2,16,345,3
1A2_B17,B17,Plate1_drugs,1,alvocidib,treated,0.03125,0.625,1A2,2,17,461,2
1A2_B18,B18,Plate1_drugs,1,alvocidib,treated,0.015625,0.3125,1A2,2,18,748,1
1A2_B19,B19,Plate1_drugs,1,floxuridine,treated,1,20,1A2,2,19,459,7
1A2_B20,B20,Plate1_drugs,1,DMSO,control,NULL,NULL,1A2,2,20,809,1
1A2_B21,B21,Plate1_drugs,1,floxuridine,treated,0.5,10,1A2,2,21,471,6
1A2_B22,B22,Plate1_drugs,1,floxuridine,treated,0.25,5,1A2,2,22,537,5
1A2_B23,B23,Plate1_drugs,1,floxuridine,treated,0.125,2.5,1A2,2,23,599,4
1A2_C02,C02,Plate1_drugs,1,floxuridine,treated,0.0625,1.25,1A2,3,2,668,3
1A2_C03,C03,Plate1_drugs,1,DMSO,control,NULL,NULL,1A2,3,3,834,1
1A2_C04,C04,Plate1_drugs,1,floxuridine,treated,0.03125,0.625,1A2,3,4,658,2
1A2_C05,C05,Plate1_drugs,1,floxuridine,treated,0.015625,0.3125,1A2,3,5,705,1
1A2_C06,C06,Plate1_drugs,1,haloperidol,treated,1,20,1A2,3,6,826,7
1A2_C07,C07,Plate1_drugs,1,haloperidol,treated,0.5,10,1A2,3,7,885,6
1A2_C08,C08,Plate1_drugs,1,haloperidol,treated,0.25,5,1A2,3,8,942,5
1A2_C09,C09,Plate1_drugs,1,DMSO,control,NULL,NULL,1A2,3,9,841,1
1A2_C10,C10,Plate1_drugs,1,haloperidol,treated,0.125,2.5,1A2,3,10,671,4
1A2_C11,C11,Plate1_drugs,1,haloperidol,treated,0.0625,1.25,1A2,3,11,666,3
1A2_C12,C12,Plate1_drugs,1,haloperidol,treated,0.03125,0.625,1A2,3,12,877,2
1A2_C13,C13,Plate1_drugs,1,haloperidol,treated,0.015625,0.3125,1A2,3,13,785,1
1A2_C14,C14,Plate1_drugs,1,tolfenamic-acid,treated,1,20,1A2,3,14,887,7
1A2_C15,C15,Plate1_drugs,1,DMSO,control,NULL,NULL,1A2,3,15,888,1
1A2_C16,C16,Plate1_drugs,1,tolfenamic-acid,treated,0.5,10,1A2,3,16,802,6
1A2_C17,C17,Plate1_drugs,1,tolfenamic-acid,treated,0.25,5,1A2,3,17,881,5
1A2_C18,C18,Plate1_drugs,1,tolfenamic-acid,treated,0.125,2.5,1A2,3,18,891,4
1A2_C19,C19,Plate1_drugs,1,tolfenamic-acid,treated,0.0625,1.25,1A2,3,19,808,3
1A2_C20,C20,Plate1_drugs,1,tolfenamic-acid,treated,0.03125,0.625,1A2,3,20,884,2
1A2_C21,C21,Plate1_drugs,1,DMSO,control,NULL,NULL,1A2,3,21,814,1
1A2_C22,C22,Plate1_drugs,1,tolfenamic-acid,treated,0.015625,0.3125,1A2,3,22,872,1
1A2_C23,C23,Plate1_drugs,1,amygdalin,treated,1,20,1A2,3,23,900,7
1A2_D02,D02,Plate1_drugs,1,amygdalin,treated,0.5,10,1A2,4,2,847,6
1A2_D03,D03,Plate1_drugs,1,amygdalin,treated,0.25,5,1A2,4,3,812,5
1A2_D04,D04,Plate1_drugs,1,DMSO,control,NULL,NULL,1A2,4,4,776,1
1A2_D05,D05,Plate1_drugs,1,amygdalin,treated,0.125,2.5,1A2,4,5,761,4
1A2_D06,D06,Plate1_drugs,1,amygdalin,treated,0.0625,1.25,1A2,4,6,865,3
1A2_D07,D07,Plate1_drugs,1,amygdalin,treated,0.03125,0.625,1A2,4,7,825,2
1A2_D08,D08,Plate1_drugs,1,amygdalin,treated,0.015625,0.3125,1A2,4,8,887,1
1A2_D09,D09,Plate1_drugs,1,nocodazole,treated,1,20,1A2,4,9,150,7
1A2_D10,D10,Plate1_drugs,1,DMSO,control,NULL,NULL,1A2,4,10,840,1
1A2_D11,D11,Plate1_drugs,1,nocodazole,treated,0.5,10,1A2,4,11,194,6
1A2_D12,D12,Plate1_drugs,1,nocodazole,treated,0.25,5,1A2,4,12,551,5
1A2_D13,D13,Plate1_drugs,1,nocodazole,treated,0.125,2.5,1A2,4,13,668,4
1A2_D14,D14,Plate1_drugs,1,nocodazole,treated,0.0625,1.25,1A2,4,14,850,3
1A2_D15,D15,Plate1_drugs,1,nocodazole,treated,0.03125,0.625,1A2,4,15,801,2
1A2_D16,D16,Plate1_drugs,1,DMSO,control,NULL,NULL,1A2,4,16,741,1
1A2_D17,D17,Plate1_drugs,1,nocodazole,treated,0.015625,0.3125,1A2,4,17,802,1
1A2_D18,D18,Plate1_drugs,1,CPI-613,treated,1,20,1A2,4,18,820,7
1A2_D19,D19,Plate1_drugs,1,CPI-613,treated,0.5,10,1A2,4,19,972,6
1A2_D20,D20,Plate1_drugs,1,CPI-613,treated,0.25,5,1A2,4,20,916,5
1A2_D21,D21,Plate1_drugs,1,CPI-613,treated,0.125,2.5,1A2,4,21,929,4
1A2_D22,D22,Plate1_drugs,1,DMSO,control,NULL,NULL,1A2,4,22,820,1
1A2_D23,D23,Plate1_drugs,1,CPI-613,treated,0.0625,1.25,1A2,4,23,806,3
1A2_E02,E02,Plate1_drugs,1,CPI-613,treated,0.03125,0.625,1A2,5,2,910,2
1A2_E03,E03,Plate1_drugs,1,CPI-613,treated,0.015625,0.3125,1A2,5,3,806,1
1A2_E04,E04,Plate1_drugs,1,daunorubicin,treated,1,5,1A2,5,4,131,7
1A2_E05,E05,Plate1_drugs,1,DMSO,control,NULL,NULL,1A2,5,5,868,1
1A2_E06,E06,Plate1_drugs,1,daunorubicin,treated,0.5,2.5,1A2,5,6,299,6
1A2_E07,E07,Plate1_drugs,1,daunorubicin,treated,0.25,1.25,1A2,5,7,321,5
1A2_E08,E08,Plate1_drugs,1,daunorubicin,treated,0.125,0.625,1A2,5,8,565,4
1A2_E09,E09,Plate1_drugs,1,daunorubicin,treated,0.0625,0.3125,1A2,5,9,729,3
1A2_E10,E10,Plate1_drugs,1,daunorubicin,treated,0.03125,0.15625,1A2,5,10,694,2
1A2_E11,E11,Plate1_drugs,1,DMSO,control,NULL,NULL,1A2,5,11,871,1
1A2_E12,E12,Plate1_drugs,1,daunorubicin,treated,0.015625,0.078125,1A2,5,12,709,1
1A2_E13,E13,Plate1_drugs,1,chlortetracycline,treated,1,20,1A2,5,13,646,7
1A2_E14,E14,Plate1_drugs,1,chlortetracycline,treated,0.5,10,1A2,5,14,797,6
1A2_E15,E15,Plate1_drugs,1,chlortetracycline,treated,0.25,5,1A2,5,15,736,5
1A2_E16,E16,Plate1_drugs,1,chlortetracycline,treated,0.125,2.5,1A2,5,16,882,4
1A2_E17,E17,Plate1_drugs,1,DMSO,control,NULL,NULL,1A2,5,17,780,1
1A2_E18,E18,Plate1_drugs,1,chlortetracycline,treated,0.0625,1.25,1A2,5,18,790,3
1A2_E19,E19,Plate1_drugs,1,chlortetracycline,treated,0.03125,0.625,1A2,5,19,898,2
1A2_E20,E20,Plate1_drugs,1,chlortetracycline,treated,0.015625,0.3125,1A2,5,20,887,1
1A2_E21,E21,Plate1_drugs,1,mepacrine,treated,1,20,1A2,5,21,419,7
1A2_E22,E22,Plate1_drugs,1,mepacrine,treated,0.5,10,1A2,5,22,722,6
1A2_E23,E23,Plate1_drugs,1,DMSO,control,NULL,NULL,1A2,5,23,836,1
1A2_F02,F02,Plate1_drugs,1,mepacrine,treated,0.25,5,1A2,6,2,806,5
1A2_F03,F03,Plate1_drugs,1,mepacrine,treated,0.125,2.5,1A2,6,3,822,4
1A2_F04,F04,Plate1_drugs,1,mepacrine,treated,0.0625,1.25,1A2,6,4,763,3
1A2_F05,F05,Plate1_drugs,1,mepacrine,treated,0.03125,0.625,1A2,6,5,779,2
1A2_F06,F06,Plate1_drugs,1,DMSO,control,NULL,NULL,1A2,6,6,853,1
1A2_F07,F07,Plate1_drugs,1,mepacrine,treated,0.015625,0.3125,1A2,6,7,823,1
1A2_F08,F08,Plate1_drugs,1,irinotecan,treated,1,20,1A2,6,8,470,7
1A2_F09,F09,Plate1_drugs,1,irinotecan,treated,0.5,10,1A2,6,9,514,6
1A2_F10,F10,Plate1_drugs,1,irinotecan,treated,0.25,5,1A2,6,10,488,5
1A2_F11,F11,Plate1_drugs,1,irinotecan,treated,0.125,2.5,1A2,6,11,511,4
1A2_F12,F12,Plate1_drugs,1,DMSO,control,NULL,NULL,1A2,6,12,777,1
1A2_F13,F13,Plate1_drugs,1,irinotecan,treated,0.0625,1.25,1A2,6,13,586,3
1A2_F14,F14,Plate1_drugs,1,irinotecan,treated,0.03125,0.625,1A2,6,14,620,2
1A2_F15,F15,Plate1_drugs,1,irinotecan,treated,0.015625,0.3125,1A2,6,15,761,1
1A2_F16,F16,Plate1_drugs,1,brefeldin-a,treated,1,20,1A2,6,16,468,7
1A2_F17,F17,Plate1_drugs,1,brefeldin-a,treated,0.5,10,1A2,6,17,537,6
1A2_F18,F18,Plate1_drugs,1,DMSO,control,NULL,NULL,1A2,6,18,901,1
1A2_F19,F19,Plate1_drugs,1,brefeldin-a,treated,0.25,5,1A2,6,19,466,5
1A2_F20,F20,Plate1_drugs,1,brefeldin-a,treated,0.125,2.5,1A2,6,20,513,4
1A2_F21,F21,Plate1_drugs,1,brefeldin-a,treated,0.0625,1.25,1A2,6,21,442,3
1A2_F22,F22,Plate1_drugs,1,brefeldin-a,treated,0.03125,0.625,1A2,6,22,498,2
1A2_F23,F23,Plate1_drugs,1,brefeldin-a,treated,0.015625,0.3125,1A2,6,23,497,1
1A2_G02,G02,Plate1_drugs,1,DMSO,control,NULL,NULL,1A2,7,2,797,1
1A2_G03,G03,Plate1_drugs,1,mdivi-1,treated,1,20,1A2,7,3,921,7
1A2_G04,G04,Plate1_drugs,1,mdivi-1,treated,0.5,10,1A2,7,4,602,6
1A2_G05,G05,Plate1_drugs,1,mdivi-1,treated,0.25,5,1A2,7,5,753,5
1A2_G06,G06,Plate1_drugs,1,mdivi-1,treated,0.125,2.5,1A2,7,6,819,4
1A2_G07,G07,Plate1_drugs,1,DMSO,control,NULL,NULL,1A2,7,7,823,1
1A2_G08,G08,Plate1_drugs,1,mdivi-1,treated,0.0625,1.25,1A2,7,8,851,3
1A2_G09,G09,Plate1_drugs,1,mdivi-1,treated,0.03125,0.625,1A2,7,9,769,2
1A2_G10,G10,Plate1_drugs,1,mdivi-1,treated,0.015625,0.3125,1A2,7,10,835,1
1A2_G11,G11,Plate1_drugs,1,erastin,treated,1,20,1A2,7,11,750,7
1A2_G12,G12,Plate1_drugs,1,erastin,treated,0.5,10,1A2,7,12,786,6
1A2_G13,G13,Plate1_drugs,1,DMSO,control,NULL,NULL,1A2,7,13,815,1
1A2_G14,G14,Plate1_drugs,1,erastin,treated,0.25,5,1A2,7,14,954,5
1A2_G15,G15,Plate1_drugs,1,erastin,treated,0.125,2.5,1A2,7,15,771,4
1A2_G16,G16,Plate1_drugs,1,erastin,treated,0.0625,1.25,1A2,7,16,867,3
1A2_G17,G17,Plate1_drugs,1,erastin,treated,0.03125,0.625,1A2,7,17,830,2
1A2_G18,G18,Plate1_drugs,1,erastin,treated,0.015625,0.3125,1A2,7,18,819,1
1A2_G19,G19,Plate1_drugs,1,DMSO,control,NULL,NULL,1A2,7,19,869,1
1A2_G20,G20,Plate1_drugs,1,golgicide-A,treated,1,20,1A2,7,20,395,7
1A2_G21,G21,Plate1_drugs,1,golgicide-A,treated,0.5,10,1A2,7,21,543,6
1A2_G22,G22,Plate1_drugs,1,golgicide-A,treated,0.25,5,1A2,7,22,884,5
1A2_G23,G23,Plate1_drugs,1,golgicide-A,treated,0.125,2.5,1A2,7,23,918,4
1A2_H02,H02,Plate1_drugs,1,golgicide-A,treated,0.0625,1.25,1A2,8,2,720,3
1A2_H03,H03,Plate1_drugs,1,DMSO,control,NULL,NULL,1A2,8,3,879,1
1A2_H04,H04,Plate1_drugs,1,golgicide-A,treated,0.03125,0.625,1A2,8,4,862,2
1A2_H05,H05,Plate1_drugs,1,golgicide-A,treated,0.015625,0.3125,1A2,8,5,823,1
1A2_H06,H06,Plate1_drugs,1,MG-101,treated,1,20,1A2,8,6,69,7
1A2_H07,H07,Plate1_drugs,1,MG-101,treated,0.5,10,1A2,8,7,86,6
1A2_H08,H08,Plate1_drugs,1,DMSO,control,NULL,NULL,1A2,8,8,781,1
1A2_H09,H09,Plate1_drugs,1,MG-101,treated,0.25,5,1A2,8,9,144,5
1A2_H10,H10,Plate1_drugs,1,MG-101,treated,0.125,2.5,1A2,8,10,364,4
1A2_H11,H11,Plate1_drugs,1,MG-101,treated,0.0625,1.25,1A2,8,11,568,3
1A2_H12,H12,Plate1_drugs,1,MG-101,treated,0.03125,0.625,1A2,8,12,806,2
1A2_H13,H13,Plate1_drugs,1,MG-101,treated,0.015625,0.3125,1A2,8,13,765,1
1A2_H14,H14,Plate1_drugs,1,DMSO,control,NULL,NULL,1A2,8,14,854,1
1A2_H15,H15,Plate1_drugs,1,leupeptin,treated,1,20,1A2,8,15,874,7
1A2_H16,H16,Plate1_drugs,1,leupeptin,treated,0.5,10,1A2,8,16,768,6
1A2_H17,H17,Plate1_drugs,1,leupeptin,treated,0.25,5,1A2,8,17,916,5
1A2_H18,H18,Plate1_drugs,1,leupeptin,treated,0.125,2.5,1A2,8,18,862,4
1A2_H19,H19,Plate1_drugs,1,leupeptin,treated,0.0625,1.25,1A2,8,19,855,3
1A2_H20,H20,Plate1_drugs,1,DMSO,control,NULL,NULL,1A2,8,20,779,1
1A2_H21,H21,Plate1_drugs,1,leupeptin,treated,0.03125,0.625,1A2,8,21,890,2
1A2_H22,H22,Plate1_drugs,1,leupeptin,treated,0.015625,0.3125,1A2,8,22,898,1
1A2_H23,H23,Plate1_drugs,1,BTB06584,treated,1,20,1A2,8,23,777,7
1A2_I02,I02,Plate1_drugs,1,BTB06584,treated,0.5,10,1A2,9,2,817,6
1A2_I03,I03,Plate1_drugs,1,BTB06584,treated,0.25,5,1A2,9,3,799,5
1A2_I04,I04,Plate1_drugs,1,DMSO,control,NULL,NULL,1A2,9,4,842,1
1A2_I05,I05,Plate1_drugs,1,BTB06584,treated,0.125,2.5,1A2,9,5,893,4
1A2_I06,I06,Plate1_drugs,1,BTB06584,treated,0.0625,1.25,1A2,9,6,976,3
1A2_I07,I07,Plate1_drugs,1,BTB06584,treated,0.03125,0.625,1A2,9,7,914,2
1A2_I08,I08,Plate1_drugs,1,BTB06584,treated,0.015625,0.3125,1A2,9,8,906,1
1A2_I09,I09,Plate1_drugs,1,DMSO,control,NULL,NULL,1A2,9,9,755,1
1A2_I10,I10,Plate1_drugs,1,CK-636,treated,1,20,1A2,9,10,730,7
1A2_I11,I11,Plate1_drugs,1,CK-636,treated,0.5,10,1A2,9,11,794,6
1A2_I12,I12,Plate1_drugs,1,CK-636,treated,0.25,5,1A2,9,12,786,5
1A2_I13,I13,Plate1_drugs,1,CK-636,treated,0.125,2.5,1A2,9,13,846,4
1A2_I14,I14,Plate1_drugs,1,CK-636,treated,0.0625,1.25,1A2,9,14,833,3
1A2_I15,I15,Plate1_drugs,1,DMSO,control,NULL,NULL,1A2,9,15,807,1
1A2_I16,I16,Plate1_drugs,1,CK-636,treated,0.03125,0.625,1A2,9,16,776,2
1A2_I17,I17,Plate1_drugs,1,CK-636,treated,0.015625,0.3125,1A2,9,17,884,1
1A2_I18,I18,Plate1_drugs,1,eliglustat,treated,1,20,1A2,9,18,849,7
1A2_I19,I19,Plate1_drugs,1,eliglustat,treated,0.5,10,1A2,9,19,954,6
1A2_I20,I20,Plate1_drugs,1,eliglustat,treated,0.25,5,1A2,9,20,892,5
1A2_I21,I21,Plate1_drugs,1,DMSO,control,NULL,NULL,1A2,9,21,902,1
1A2_I22,I22,Plate1_drugs,1,eliglustat,treated,0.125,2.5,1A2,9,22,865,4
1A2_I23,I23,Plate1_drugs,1,eliglustat,treated,0.0625,1.25,1A2,9,23,833,3
1A2_J02,J02,Plate1_drugs,1,eliglustat,treated,0.03125,0.625,1A2,10,2,779,2
1A2_J03,J03,Plate1_drugs,1,eliglustat,treated,0.015625,0.3125,1A2,10,3,806,1
1A2_J04,J04,Plate1_drugs,1,dynasore,treated,1,20,1A2,10,4,499,7
1A2_J05,J05,Plate1_drugs,1,DMSO,control,NULL,NULL,1A2,10,5,818,1
1A2_J06,J06,Plate1_drugs,1,dynasore,treated,0.5,10,1A2,10,6,687,6
1A2_J07,J07,Plate1_drugs,1,dynasore,treated,0.25,5,1A2,10,7,762,5
1A2_J08,J08,Plate1_drugs,1,dynasore,treated,0.125,2.5,1A2,10,8,817,4
1A2_J09,J09,Plate1_drugs,1,dynasore,treated,0.0625,1.25,1A2,10,9,753,3
1A2_J10,J10,Plate1_drugs,1,DMSO,control,NULL,NULL,1A2,10,10,862,1
1A2_J11,J11,Plate1_drugs,1,dynasore,treated,0.03125,0.625,1A2,10,11,929,2
1A2_J12,J12,Plate1_drugs,1,dynasore,treated,0.015625,0.3125,1A2,10,12,824,1
1A2_J13,J13,Plate1_drugs,1,LTX-315,treated,1,20,1A2,10,13,34,7
1A2_J14,J14,Plate1_drugs,1,LTX-315,treated,0.5,10,1A2,10,14,108,6
1A2_J15,J15,Plate1_drugs,1,LTX-315,treated,0.25,5,1A2,10,15,554,5
1A2_J16,J16,Plate1_drugs,1,DMSO,control,NULL,NULL,1A2,10,16,747,1
1A2_J17,J17,Plate1_drugs,1,LTX-315,treated,0.125,2.5,1A2,10,17,755,4
1A2_J18,J18,Plate1_drugs,1,LTX-315,treated,0.0625,1.25,1A2,10,18,899,3
1A2_J19,J19,Plate1_drugs,1,LTX-315,treated,0.03125,0.625,1A2,10,19,858,2
1A2_J20,J20,Plate1_drugs,1,LTX-315,treated,0.015625,0.3125,1A2,10,20,793,1
1A2_J21,J21,Plate1_drugs,1,rolipram,treated,1,20,1A2,10,21,786,7
1A2_J22,J22,Plate1_drugs,1,DMSO,control,NULL,NULL,1A2,10,22,754,1
1A2_J23,J23,Plate1_drugs,1,rolipram,treated,0.5,10,1A2,10,23,879,6
1A2_K02,K02,Plate1_drugs,1,rolipram,treated,0.25,5,1A2,11,2,815,5
1A2_K03,K03,Plate1_drugs,1,rolipram,treated,0.125,2.5,1A2,11,3,804,4
1A2_K04,K04,Plate1_drugs,1,rolipram,treated,0.0625,1.25,1A2,11,4,890,3
1A2_K05,K05,Plate1_drugs,1,rolipram,treated,0.03125,0.625,1A2,11,5,900,2
1A2_K06,K06,Plate1_drugs,1,DMSO,control,NULL,NULL,1A2,11,6,894,1
1A2_K07,K07,Plate1_drugs,1,rolipram,treated,0.015625,0.3125,1A2,11,7,876,1
1A2_K08,K08,Plate1_drugs,1,FCCP,treated,1,20,1A2,11,8,570,7
1A2_K09,K09,Plate1_drugs,1,FCCP,treated,0.5,10,1A2,11,9,515,6
1A2_K10,K10,Plate1_drugs,1,FCCP,treated,0.25,5,1A2,11,10,694,5
1A2_K11,K11,Plate1_drugs,1,DMSO,control,NULL,NULL,1A2,11,11,864,1
1A2_K12,K12,Plate1_drugs,1,FCCP,treated,0.125,2.5,1A2,11,12,772,4
1A2_K13,K13,Plate1_drugs,1,FCCP,treated,0.0625,1.25,1A2,11,13,738,3
1A2_K14,K14,Plate1_drugs,1,FCCP,treated,0.03125,0.625,1A2,11,14,758,2
1A2_K15,K15,Plate1_drugs,1,FCCP,treated,0.015625,0.3125,1A2,11,15,869,1
1A2_K16,K16,Plate1_drugs,1,mitomycin-c,treated,1,20,1A2,11,16,247,7
1A2_K17,K17,Plate1_drugs,1,DMSO,control,NULL,NULL,1A2,11,17,908,1
1A2_K18,K18,Plate1_drugs,1,mitomycin-c,treated,0.5,10,1A2,11,18,447,6
1A2_K19,K19,Plate1_drugs,1,mitomycin-c,treated,0.25,5,1A2,11,19,505,5
1A2_K20,K20,Plate1_drugs,1,mitomycin-c,treated,0.125,2.5,1A2,11,20,508,4
1A2_K21,K21,Plate1_drugs,1,mitomycin-c,treated,0.0625,1.25,1A2,11,21,558,3
1A2_K22,K22,Plate1_drugs,1,mitomycin-c,treated,0.03125,0.625,1A2,11,22,542,2
1A2_K23,K23,Plate1_drugs,1,DMSO,control,NULL,NULL,1A2,11,23,765,1
1A2_L02,L02,Plate1_drugs,1,DMSO,control,NULL,NULL,1A2,12,2,739,1
1A2_L03,L03,Plate1_drugs,1,mitomycin-c,treated,0.015625,0.3125,1A2,12,3,573,1
1A2_L04,L04,Plate1_drugs,1,paclitaxel,treated,1,20,1A2,12,4,904,7
1A2_L05,L05,Plate1_drugs,1,paclitaxel,treated,0.5,10,1A2,12,5,858,6
1A2_L06,L06,Plate1_drugs,1,paclitaxel,treated,0.25,5,1A2,12,6,894,5
1A2_L07,L07,Plate1_drugs,1,DMSO,control,NULL,NULL,1A2,12,7,855,1
1A2_L08,L08,Plate1_drugs,1,paclitaxel,treated,0.125,2.5,1A2,12,8,760,4
1A2_L09,L09,Plate1_drugs,1,paclitaxel,treated,0.0625,1.25,1A2,12,9,825,3
1A2_L10,L10,Plate1_drugs,1,paclitaxel,treated,0.03125,0.625,1A2,12,10,868,2
1A2_L11,L11,Plate1_drugs,1,paclitaxel,treated,0.015625,0.3125,1A2,12,11,694,1
1A2_L12,L12,Plate1_drugs,1,DMSO,control,NULL,NULL,1A2,12,12,815,1
1A2_L13,L13,Plate1_drugs,1,sirolimus,treated,1,20,1A2,12,13,703,7
1A2_L14,L14,Plate1_drugs,1,sirolimus,treated,0.5,10,1A2,12,14,661,6
1A2_L15,L15,Plate1_drugs,1,sirolimus,treated,0.25,5,1A2,12,15,698,5
1A2_L16,L16,Plate1_drugs,1,sirolimus,treated,0.125,2.5,1A2,12,16,877,4
1A2_L17,L17,Plate1_drugs,1,sirolimus,treated,0.0625,1.25,1A2,12,17,810,3
1A2_L18,L18,Plate1_drugs,1,DMSO,control,NULL,NULL,1A2,12,18,861,1
1A2_L19,L19,Plate1_drugs,1,sirolimus,treated,0.03125,0.625,1A2,12,19,672,2
1A2_L20,L20,Plate1_drugs,1,sirolimus,treated,0.015625,0.3125,1A2,12,20,911,1
1A2_L21,L21,Plate1_drugs,1,doxorubicin,treated,1,5,1A2,12,21,566,7
1A2_L22,L22,Plate1_drugs,1,doxorubicin,treated,0.5,2.5,1A2,12,22,634,6
1A2_L23,L23,Plate1_drugs,1,doxorubicin,treated,0.25,1.25,1A2,12,23,771,5
1A2_M02,M02,Plate1_drugs,1,doxorubicin,treated,0.125,0.625,1A2,13,2,685,4
1A2_M03,M03,Plate1_drugs,1,DMSO,control,NULL,NULL,1A2,13,3,848,1
1A2_M04,M04,Plate1_drugs,1,doxorubicin,treated,0.0625,0.3125,1A2,13,4,798,3
1A2_M05,M05,Plate1_drugs,1,doxorubicin,treated,0.03125,0.15625,1A2,13,5,857,2
1A2_M06,M06,Plate1_drugs,1,doxorubicin,treated,0.015625,0.078125,1A2,13,6,750,1
1A2_M07,M07,Plate1_drugs,1,trichostatin-a,treated,1,20,1A2,13,7,129,7
1A2_M08,M08,Plate1_drugs,1,DMSO,control,NULL,NULL,1A2,13,8,889,1
1A2_M09,M09,Plate1_drugs,1,trichostatin-a,treated,0.5,10,1A2,13,9,201,6
1A2_M10,M10,Plate1_drugs,1,trichostatin-a,treated,0.25,5,1A2,13,10,339,5
1A2_M11,M11,Plate1_drugs,1,trichostatin-a,treated,0.125,2.5,1A2,13,11,426,4
1A2_M12,M12,Plate1_drugs,1,trichostatin-a,treated,0.0625,1.25,1A2,13,12,362,3
1A2_M13,M13,Plate1_drugs,1,DMSO,control,NULL,NULL,1A2,13,13,735,1
1A2_M14,M14,Plate1_drugs,1,trichostatin-a,treated,0.03125,0.625,1A2,13,14,553,2
1A2_M15,M15,Plate1_drugs,1,trichostatin-a,treated,0.015625,0.3125,1A2,13,15,742,1
1A2_M16,M16,Plate1_drugs,1,gemcitabine,treated,1,20,1A2,13,16,370,7
1A2_M17,M17,Plate1_drugs,1,gemcitabine,treated,0.5,10,1A2,13,17,261,6
1A2_M18,M18,Plate1_drugs,1,gemcitabine,treated,0.25,5,1A2,13,18,343,5
1A2_M19,M19,Plate1_drugs,1,DMSO,control,NULL,NULL,1A2,13,19,821,1
1A2_M20,M20,Plate1_drugs,1,gemcitabine,treated,0.125,2.5,1A2,13,20,305,4
1A2_M21,M21,Plate1_drugs,1,gemcitabine,treated,0.0625,1.25,1A2,13,21,362,3
1A2_M22,M22,Plate1_drugs,1,gemcitabine,treated,0.03125,0.625,1A2,13,22,490,2
1A2_M23,M23,Plate1_drugs,1,gemcitabine,treated,0.015625,0.3125,1A2,13,23,850,1
1A2_N02,N02,Plate1_drugs,1,vincristine,treated,1,20,1A2,14,2,386,7
1A2_N03,N03,Plate1_drugs,1,vincristine,treated,0.5,10,1A2,14,3,370,6
1A2_N04,N04,Plate1_drugs,1,DMSO,control,NULL,NULL,1A2,14,4,831,1
1A2_N05,N05,Plate1_drugs,1,vincristine,treated,0.25,5,1A2,14,5,393,5
1A2_N06,N06,Plate1_drugs,1,vincristine,treated,0.125,2.5,1A2,14,6,402,4
1A2_N07,N07,Plate1_drugs,1,vincristine,treated,0.0625,1.25,1A2,14,7,412,3
1A2_N08,N08,Plate1_drugs,1,vincristine,treated,0.03125,0.625,1A2,14,8,437,2
1A2_N09,N09,Plate1_drugs,1,DMSO,control,NULL,NULL,1A2,14,9,806,1
1A2_N10,N10,Plate1_drugs,1,vincristine,treated,0.015625,0.3125,1A2,14,10,423,1
1A2_N11,N11,Plate1_drugs,1,bendamustine,treated,1,20,1A2,14,11,133,7
1A2_N12,N12,Plate1_drugs,1,bendamustine,treated,0.5,10,1A2,14,12,84,6
