plate_well,WellId,Plate,Plate_number,Drug_name,Treatment,Metadata_dil_factor,Metadata_concentration_uM,PlateNumber,Row,Column,CELL_COUNT,ObjectArea_NUC_A,ObjectShapeP2A_NUC_A,ObjectShapeLWR_NUC_A,ObjectTotalInten_NUC_A,ObjectAvgInten_NUC_A,ObjectVarInten_NUC_A,ObjectSize_NUC_A,CircTotalInten_NUC_Tex,CircAvgInten_NUC_Tex,CircSpotTotalInten_NUC_Tex,CircSpotAvgInten_NUC_Tex,CircSpotTotalArea_NUC_Tex,CircSpotAvgArea_NUC_Tex,CircSpotCount_NUC_Tex,TotalInten_NUC_Tex,AvgInten_NUC_Tex
1A1_O19,O19,Plate1_drugs,1,UK,treated,0.0625,NULL,1A1,15,19,762,1339.5,1.22582755,1.509313444,9333402.5,7340.146908,1803.107342,41.29774613,9283792,7318.127959,4326472.5,7549.899339,558.5,35.92460317,17,9283792,7318.127959
1A1_O20,O20,Plate1_drugs,1,UK,treated,0.03125,NULL,1A1,15,20,719,1339,1.220929387,1.499259349,9246087,7365.572626,1827.795301,41.2900442,9223900,7342.65971,4166136,7663.456175,535,33.7037037,17,9223900,7342.65971
1A1_O21,O21,Plate1_drugs,1,DMSO,control,NULL,NULL,1A1,15,21,803,1267,1.251971652,1.59908473,8424067,7380.393465,1823.280609,40.16459266,8433471,7385.412198,4021425,7738.78972,517,37.5,15,8433471,7385.412198
1A1_O22,O22,Plate1_drugs,1,UK,treated,0.015625,NULL,1A1,15,22,754,1327.5,1.224298259,1.486899871,9222006,7611.483074,1843.256401,41.11234554,9264533.5,7629.624266,4281481.5,7951.481024,539,36.80566802,16,9264533.5,7629.624266
1A1_O23,O23,Plate1_drugs,1,Empty,empty,NULL,NULL,1A1,15,23,601,1297,1.236708572,1.564685946,11333418,8711.557641,2247.519839,40.63731893,11356037,8686.445415,4912192,9187.98995,528,40.61111111,15,11356037,8686.445415
1A2_B02,B02,Plate1_drugs,1,DMSO,control,NULL,NULL,1A2,2,2,774,1466,1.235088271,1.560264866,11452842.5,8193.442436,2044.450279,43.2038097,11378612.5,8153.538259,5578668.5,8607.793635,666.5,35.23863636,19,11378612.5,8153.538259
1A2_B03,B03,Plate1_drugs,1,bleomycin,treated,1,20,1A2,2,3,662,1458.5,1.220476299,1.535716634,10878840,8188.809743,2101.987094,43.09314777,10805350.5,8124.615299,5780250,8667.717259,669,35.18677792,19,10805350.5,8124.615299
1A2_B04,B04,Plate1_drugs,1,bleomycin,treated,0.5,10,1A2,2,4,567,1543,1.217708706,1.507103321,12023798,8149.263047,2028.475512,44.32390571,11913605,8120.419228,5564635,8606.310038,665,34.0212766,20,11913605,8120.419228
1A2_B05,B05,Plate1_drugs,1,bleomycin,treated,0.25,5,1A2,2,5,570,1551.5,1.221272168,1.527566294,12296056.5,8474.177663,2044.020383,44.4458221,12307557.5,8443.24175,5503580.5,8826.670167,648.5,43.12727273,16,12307557.5,8443.24175
1A2_B06,B06,Plate1_drugs,1,bleomycin,treated,0.125,2.5,1A2,2,6,740,1559.5,1.222964857,1.511038057,12233746.5,8043.933987,1979.846875,44.5602582,12173501,8005.792615,5606122.5,8379.99538,665,34.16954023,21,12173501,8005.792615
1A2_B07,B07,Plate1_drugs,1,bleomycin,treated,0.0625,1.25,1A2,2,7,685,1568,1.220438715,1.521943889,12368483,8120.603969,2028.602687,44.6815354,12292379,8060.877617,5621359,8510.218695,682,32.57142857,21,12292379,8060.877617
1A2_B08,B08,Plate1_drugs,1,DMSO,control,NULL,NULL,1A2,2,8,734,1386,1.22971954,1.565332906,10991317,8390.095108,2141.347605,42.0084489,10895596.5,8330.257277,5378636,8853.656872,614.5,35.97619048,17,10895596.5,8330.257277
1A2_B09,B09,Plate1_drugs,1,bleomycin,treated,0.03125,0.625,1A2,2,9,709,1513,1.217215126,1.514047148,11255931,8018.039405,1865.644948,43.89090374,11234135,7980.92096,5110749,8269.619318,612,33.45,19,11234135,7980.92096
1A2_B10,B10,Plate1_drugs,1,bleomycin,treated,0.015625,0.3125,1A2,2,10,604,1546.5,1.219541616,1.493710105,11384381.5,7885.907362,1957.742879,44.37413289,11381812,7849.143827,4995413.5,8379.52311,596.5,34.17361111,19,11381812,7849.143827
1A2_B11,B11,Plate1_drugs,1,alvocidib,treated,1,20,1A2,2,11,137,1977,1.227144957,1.497101431,17348259,8446.819386,2108.81232,50.17165116,17142601,8320.897109,5839357,9056.937853,608,29.65217391,23,17142601,8320.897109
1A2_B12,B12,Plate1_drugs,1,alvocidib,treated,0.5,10,1A2,2,12,132,1971,1.224720589,1.513749114,13228569,6753.963176,1735.660081,50.09540227,13216503.5,6816.701994,3914720,7632.959882,494,21.40523969,26.5,13216503.5,6816.701994
1A2_B13,B13,Plate1_drugs,1,alvocidib,treated,0.25,5,1A2,2,13,122,1724,1.217332649,1.433952141,18670417,10625.65867,2684.795362,46.85142397,18465893,10494.64503,5723417.5,11468.14084,525,40.18421053,13.5,18465893,10494.64503
1A2_B14,B14,Plate1_drugs,1,DMSO,control,NULL,NULL,1A2,2,14,647,1304,1.234209045,1.576293017,12644958,10366.27502,2658.391429,40.74683259,12532381,10304.62041,5561508,10939.1466,509,45.53333333,12,12532381,10304.62041
1A2_B15,B15,Plate1_drugs,1,alvocidib,treated,0.125,2.5,1A2,2,15,192,1786.5,1.212533542,1.490569149,14614186,8080.664656,2121.8159,47.69320007,14567123.5,8037.525326,5182965,8797.33485,571,27.63043478,22,14567123.5,8037.525326
1A2_B16,B16,Plate1_drugs,1,alvocidib,treated,0.0625,1.25,1A2,2,16,345,1558,1.240738637,1.602860168,13524480,8979.721065,2247.661508,44.53882812,13438626,8923.938657,5642181,9220.650624,615,34.09090909,19,13438626,8923.938657
1A2_B17,B17,Plate1_drugs,1,alvocidib,treated,0.03125,0.625,1A2,2,17,461,1579,1.218641049,1.524482599,14155917,9019.644278,2332.656765,44.83798882,14155463,9013.598499,5955612,9418.134991,625,31.37037037,20,14155463,9013.598499
1A2_B18,B18,Plate1_drugs,1,alvocidib,treated,0.015625,0.3125,1A2,2,18,748,1470,1.215256829,1.496900387,11982567.5,8836.974313,2228.237004,43.26270812,11986998.5,8853.774578,5699075,9337.733701,633,36.98602484,18,11986998.5,8853.774578
1A2_B19,B19,Plate1_drugs,1,floxuridine,treated,1,20,1A2,2,19,459,1651,1.239176132,1.600923541,13166255,8290.244242,1963.71972,45.84886573,13136857,8267.844842,5618134,8541.97093,657,37.65,18,13136857,8267.844842
1A2_B20,B20,Plate1_drugs,1,DMSO,control,NULL,NULL,1A2,2,20,809,1378,1.234713981,1.565731198,11642126,9015.355321,2213.103637,41.88703967,11683842,9047.349709,5454492,9479.932166,567,45.83333333,14,11683842,9047.349709
1A2_B21,B21,Plate1_drugs,1,floxuridine,treated,0.5,10,1A2,2,21,471,1773,1.219358942,1.559321166,12553359,7299.970056,1855.835097,47.51266897,12521379,7297.721939,6093508,7618.018519,781,25.28571429,32,12521379,7297.721939
1A2_B22,B22,Plate1_drugs,1,floxuridine,treated,0.25,5,1A2,2,22,537,1779,1.224569536,1.554567891,13015821,7608.627451,1820.669612,47.59299476,13085871,7620.121311,5379511,7895.317784,687,36.375,21,13085871,7620.121311
1A2_B23,B23,Plate1_drugs,1,floxuridine,treated,0.125,2.5,1A2,2,23,599,1709,1.234167358,1.58550131,10354062,6376.741509,1501.566744,46.64725482,10389983,6379.148189,4397246,6671.727395,658,32.52941176,21,10389983,6379.148189
1A2_C02,C02,Plate1_drugs,1,floxuridine,treated,0.0625,1.25,1A2,3,2,668,1623,1.233132699,1.585408415,12001282.5,7626.777339,1866.823831,45.45841815,12027155.5,7620.987221,5305272,7999.38945,665.5,39.03125,18,12027155.5,7620.987221
1A2_C03,C03,Plate1_drugs,1,DMSO,control,NULL,NULL,1A2,3,3,834,1343.5,1.236564999,1.567252089,11005948,8897.762709,2208.65786,41.35936164,11057635.5,8889.86147,5454190,9351.930726,587,40.02083333,16,11057635.5,8889.86147
1A2_C04,C04,Plate1_drugs,1,floxuridine,treated,0.03125,0.625,1A2,3,4,658,1670.5,1.235949032,1.592135715,12643729,7617.563937,1880.844499,46.11883142,12644927,7614.9627,5426153,8033.478745,675.5,33.23809524,21,12644927,7614.9627
1A2_C05,C05,Plate1_drugs,1,floxuridine,treated,0.015625,0.3125,1A2,3,5,705,1583,1.236020814,1.588863466,11927301,7808.544578,1852.345914,44.89474579,11946459,7804.862155,5195767,8114.068554,643,40.69230769,17,11946459,7804.862155
1A2_C06,C06,Plate1_drugs,1,haloperidol,treated,1,20,1A2,3,6,826,1398.5,1.235781962,1.545669923,11975103,9360.96748,2315.494676,42.19745243,11965981,9349.847692,5963064.5,9789.568317,614.5,43.41319444,15,11965981,9349.847692
1A2_C07,C07,Plate1_drugs,1,haloperidol,treated,0.5,10,1A2,3,7,885,1335,1.228771975,1.514559027,11001304,8974.701274,2200.463348,41.22832512,11013018,8975.043393,5375750,9384.538462,582,37.95652174,16,11013018,8975.043393
1A2_C08,C08,Plate1_drugs,1,haloperidol,treated,0.25,5,1A2,3,8,942,1350.5,1.219527413,1.518246946,11176079.5,8848.806554,2144.405903,41.46697416,11217461.5,8869.512206,5329497.5,9270.395332,573,39.85833333,15,11217461.5,8869.512206
1A2_C09,C09,Plate1_drugs,1,DMSO,control,NULL,NULL,1A2,3,9,841,1323,1.246346969,1.588987211,10862716,8845.687619,2196.881146,41.042611,10840312,8820.68821,5153019,9290.807754,559,40.6,15,10840312,8820.68821
1A2_C10,C10,Plate1_drugs,1,haloperidol,treated,0.125,2.5,1A2,3,10,671,1392,1.234825257,1.537425824,11815088,9309.713435,2344.341616,42.09928083,11879087,9354.292505,5464739,10008.5415,553,44.08333333,14,11879087,9354.292505
1A2_C11,C11,Plate1_drugs,1,haloperidol,treated,0.0625,1.25,1A2,3,11,666,1329,1.234982949,1.533362685,11248170.5,9322.916336,2398.766742,41.13557287,11276537.5,9369.516332,5271430,10084.35427,535.5,43.21052632,14,11276537.5,9369.516332
1A2_C12,C12,Plate1_drugs,1,haloperidol,treated,0.03125,0.625,1A2,3,12,877,1372,1.229150294,1.531622866,11030807,8488.662528,2067.758309,41.79574925,11209660,8550.814371,4909525,9030.560976,545,39,16,11209660,8550.814371
1A2_C13,C13,Plate1_drugs,1,haloperidol,treated,0.015625,0.3125,1A2,3,13,785,1374,1.224879002,1.521502989,11310795,8905.006358,2177.830923,41.82620153,11357383,8921.810651,5113137,9347.345534,559,42,15,11357383,8921.810651
1A2_C14,C14,Plate1_drugs,1,tolfenamic-acid,treated,1,20,1A2,3,14,887,1306,1.223448096,1.518331148,11169215,9131.427212,2244.372639,40.77806819,11186902,9167.467026,5216651,9665.647416,546,44.16666667,14,11186902,9167.467026
1A2_C15,C15,Plate1_drugs,1,DMSO,control,NULL,NULL,1A2,3,15,888,1298,1.233746571,1.553176622,11142978,9422.731538,2343.710865,40.65296973,11215369.5,9449.176724,5218961,9973.841169,530,45.975,13,11215369.5,9449.176724
1A2_C16,C16,Plate1_drugs,1,tolfenamic-acid,treated,0.5,10,1A2,3,16,802,1350,1.224694037,1.528273403,11794379,9593.676891,2379.635739,41.45929794,11820429.5,9624.106921,5509970.5,10077.95586,557.5,48.21825397,13,11820429.5,9624.106921
1A2_C17,C17,Plate1_drugs,1,tolfenamic-acid,treated,0.25,5,1A2,3,17,881,1424,1.225570161,1.535803336,12709415,9014.084034,2183.77363,42.58043109,12709221,9014.702767,5664631,9332.394879,607,42.625,16,12709221,9014.702767
1A2_C18,C18,Plate1_drugs,1,tolfenamic-acid,treated,0.125,2.5,1A2,3,18,891,1376,1.216125498,1.488221345,11344305,8879.979364,2165.457057,41.85663166,11380719,8869.803597,5502208,9228.211486,601,41.04761905,16,11380719,8869.803597
1A2_C19,C19,Plate1_drugs,1,tolfenamic-acid,treated,0.0625,1.25,1A2,3,19,808,1376,1.22091653,1.494120991,11716462.5,8927.346747,2150.041222,41.85662889,11688624,8917.311004,5513920.5,9256.003554,599.5,41.77412281,16,11688624,8917.311004
1A2_C20,C20,Plate1_drugs,1,tolfenamic-acid,treated,0.03125,0.625,1A2,3,20,884,1383.5,1.223314689,1.513690913,11305855,9014.885037,2071.335947,41.97054744,11310637,9023.250642,5207920.5,9367.912832,558.5,41.70574163,14.5,11310637,9023.250642
1A2_C21,C21,Plate1_drugs,1,DMSO,control,NULL,NULL,1A2,3,21,814,1345,1.239342495,1.580552439,11388527,9046.7774,2243.572827,41.38245024,11417973.5,9037.677142,5637611.5,9476.565809,600,43.60294118,15,11417973.5,9037.677142
1A2_C22,C22,Plate1_drugs,1,tolfenamic-acid,treated,0.015625,0.3125,1A2,3,22,872,1394.5,1.228375947,1.525834218,11486609.5,9124.199668,2195.810306,42.13706786,11507299.5,9161.13343,5300518,9524.05506,552.5,41.79807692,15,11507299.5,9161.13343
1A2_C23,C23,Plate1_drugs,1,amygdalin,treated,1,20,1A2,3,23,900,1337,1.216671318,1.523232128,10685317,8672.340748,2124.436588,41.2591962,10645505.5,8671.880619,5224650.5,9110.11721,579,35.96666667,18,10645505.5,8671.880619
1A2_D02,D02,Plate1_drugs,1,amygdalin,treated,0.5,10,1A2,4,2,847,1434,1.217053793,1.526443887,11544783,8537.378182,2059.558662,42.72967946,11487731,8472.730709,5616426,8884.870103,645,37.13333333,19,11487731,8472.730709
1A2_D03,D03,Plate1_drugs,1,amygdalin,treated,0.25,5,1A2,4,3,812,1384,1.226732281,1.532107268,11386367.5,8581.908503,2120.60917,41.97812883,11382142,8543.694608,5266770.5,9096.426638,577.5,36.03125,17,11382142,8543.694608
1A2_D04,D04,Plate1_drugs,1,DMSO,control,NULL,NULL,1A2,4,4,776,1344,1.229641561,1.559591056,11332342,9063.359698,2240.279546,41.36706357,11273718,9027.78621,5388318.5,9474.903749,576.5,41.60769231,16,11273718,9027.78621
1A2_D05,D05,Plate1_drugs,1,amygdalin,treated,0.125,2.5,1A2,4,5,761,1394,1.216494647,1.501327084,11039064,8717.797366,2082.473681,42.12951371,10981527,8681.645852,5267250,9084.653782,577,47.15384615,15,10981527,8681.645852
1A2_D06,D06,Plate1_drugs,1,amygdalin,treated,0.0625,1.25,1A2,4,6,865,1457,1.214262353,1.498446318,12333157,8606.134498,2058.257453,43.07098811,12261381,8556.617739,5453078,8940.581731,611,38.21428571,17,12261381,8556.617739
1A2_D07,D07,Plate1_drugs,1,amygdalin,treated,0.03125,0.625,1A2,4,7,825,1434,1.211698724,1.50407906,11534184,8666.690098,2133.182364,42.72967946,11502495,8617.279176,5456328,9054.018797,612,37.84,17,11502495,8617.279176
1A2_D08,D08,Plate1_drugs,1,amygdalin,treated,0.015625,0.3125,1A2,4,8,887,1338,1.217176615,1.499125021,10617340,8716.858003,2039.687818,41.27462309,10573269,8671.496541,4999934,9052.511579,563,42.30769231,15,10573269,8671.496541
1A2_D09,D09,Plate1_drugs,1,nocodazole,treated,1,20,1A2,4,9,150,2258,1.196125055,1.377858845,19268037,9012.884263,3021.622594,53.61878051,19027608.5,8957.305435,7734954,10725.7204,678.5,18.98888889,39,19027608.5,8957.305435
1A2_D10,D10,Plate1_drugs,1,DMSO,control,NULL,NULL,1A2,4,10,840,1354,1.229571156,1.556119951,10785026.5,8723.565022,2210.275446,41.52066236,10774309.5,8731.088056,5116025.5,9332.983543,556,44.625,14,10774309.5,8731.088056
1A2_D11,D11,Plate1_drugs,1,nocodazole,treated,0.5,10,1A2,4,11,194,2116.5,1.348912122,1.50882885,22049213.5,11056.2565,3240.182478,51.91153,21931918,11007.16142,7491911,11892.23329,658,41.6486014,18,21931918,11007.16142
1A2_D12,D12,Plate1_drugs,1,nocodazole,treated,0.25,5,1A2,4,12,551,1459,1.284144734,1.483066487,13513212,9206.847237,2429.774719,43.10053939,13489529,9222.591696,5234733,9875.527607,533,35.81818182,15,13489529,9222.591696
1A2_D13,D13,Plate1_drugs,1,nocodazole,treated,0.125,2.5,1A2,4,13,668,1358,1.274678311,1.615562654,13918683,10711.1685,2754.900959,41.58195885,13784606.5,10616.45935,5784651.5,11274.14091,515,45.35714286,12,13784606.5,10616.45935
1A2_D14,D14,Plate1_drugs,1,nocodazole,treated,0.0625,1.25,1A2,4,14,850,1342.5,1.241504171,1.559620851,13741512,11405.88314,2841.15037,41.34397211,13700995,11325.98083,5981847.5,11927.25458,512,50.75213675,11,13700995,11325.98083
1A2_D15,D15,Plate1_drugs,1,nocodazole,treated,0.03125,0.625,1A2,4,15,801,1377,1.229643724,1.545228943,11777149,9386.083853,2315.196863,41.87183843,11670855,9417.942004,5546514,9927.503782,562,42.54545455,14,11670855,9417.942004
1A2_D16,D16,Plate1_drugs,1,DMSO,control,NULL,NULL,1A2,4,16,741,1368,1.242086335,1.574077353,13058778,9833.417169,2411.76636,41.73477803,13048175,9837.605091,5868808,10275.39341,580,51.85714286,12,13048175,9837.605091
1A2_D17,D17,Plate1_drugs,1,nocodazole,treated,0.015625,0.3125,1A2,4,17,802,1441.5,1.205302235,1.465946859,13052867.5,9667.295009,2458.863611,42.84126874,13065745.5,9649.154231,6131235,10137.20955,614.5,41.625,15.5,13065745.5,9649.154231
1A2_D18,D18,Plate1_drugs,1,CPI-613,treated,1,20,1A2,4,18,820,1376,1.210593217,1.47979726,11993855,9370.293498,2377.674716,41.85663166,11965056,9400.488608,5617446.5,9891.046184,575,42.74201474,14,11965056,9400.488608
1A2_D19,D19,Plate1_drugs,1,CPI-613,treated,0.5,10,1A2,4,19,972,1392,1.214007024,1.479359644,12354754,9428.423838,2293.501334,42.09928083,12350320.5,9436.499109,5627788,9814.312809,585.5,43.05714286,15,12350320.5,9436.499109
1A2_D20,D20,Plate1_drugs,1,CPI-613,treated,0.25,5,1A2,4,20,916,1354.5,1.218569429,1.498232831,11335624.5,9316.941944,2212.739992,41.52833857,11346285,9321.219971,5466834.5,9662.939583,560,42.88425926,15,11346285,9321.219971
1A2_D21,D21,Plate1_drugs,1,CPI-613,treated,0.125,2.5,1A2,4,21,929,1425,1.213490512,1.474973266,11658057,8984.1864,2161.29911,42.59537946,11664764,8985.90925,5603597,9382.895118,608,41.3,16,11664764,8985.90925
1A2_D22,D22,Plate1_drugs,1,DMSO,control,NULL,NULL,1A2,4,22,820,1319.5,1.254897224,1.605223794,11678028,9670.801132,2348.78037,40.98827926,11683354,9701.781402,5393445.5,10077.43523,545.5,48.17878788,12,11683354,9701.781402
1A2_D23,D23,Plate1_drugs,1,CPI-613,treated,0.0625,1.25,1A2,4,23,806,1384,1.221334855,1.492853655,12048647,9449.047035,2252.128587,41.97812883,12039336.5,9461.655885,5523744,9785.177116,571.5,42.93888889,14,12039336.5,9461.655885
1A2_E02,E02,Plate1_drugs,1,CPI-613,treated,0.03125,0.625,1A2,5,2,910,1418,1.210476553,1.475712496,11351452.5,8526.596819,2067.329228,42.49063043,11314890,8504.559995,5624022.5,8805.109595,647,36.08881579,20,11314890,8504.559995
1A2_E03,E03,Plate1_drugs,1,CPI-613,treated,0.015625,0.3125,1A2,5,3,806,1358.5,1.209786652,1.474986295,11389719,9149.504679,2201.376639,41.58961244,11378828.5,9156.169343,5391243.5,9504.477977,572,44.31372549,14,11378828.5,9156.169343
1A2_E04,E04,Plate1_drugs,1,daunorubicin,treated,1,5,1A2,5,4,131,2018,1.254210674,1.555710333,6334768,2937.970482,714.3509235,50.68922372,6313169,2934.195753,1111115,3549.282517,247,6.463414634,24,6313169,2934.195753
1A2_E05,E05,Plate1_drugs,1,DMSO,control,NULL,NULL,1A2,5,5,868,1300,1.241910386,1.5573564,11459976,9775.232394,2479.33646,40.68427741,11505561,9814.812905,5516922,10387.07086,528.5,47.8872549,12,11505561,9814.812905
1A2_E06,E06,Plate1_drugs,1,daunorubicin,treated,0.5,2.5,1A2,5,6,299,1959,1.279696642,1.721453102,10924789,5268.302577,1321.054447,49.94272988,10965694,5248.498119,3217917,5482.697492,579,16.42105263,34,10965694,5248.498119
1A2_E07,E07,Plate1_drugs,1,daunorubicin,treated,0.25,1.25,1A2,5,7,321,2264,1.263118365,1.700096383,17992149,7708.886107,2039.5938,53.68998351,18028602,7728.757161,7115197,8259.111483,856,29.32142857,30,18028602,7728.757161
1A2_E08,E08,Plate1_drugs,1,daunorubicin,treated,0.125,0.625,1A2,5,8,565,1810,1.228179599,1.586310675,18322037,8853.81018,2193.463165,48.00587022,18423547,8881.554054,7037621,9293.532578,705,37,20,18423547,8881.554054
1A2_E09,E09,Plate1_drugs,1,daunorubicin,treated,0.0625,0.3125,1A2,5,9,729,1435,1.223345233,1.503391105,12176817,8998.866723,2252.799865,42.74457564,12153720,8981.794165,5380708,9474.53537,563,37.75,16,12153720,8981.794165
1A2_E10,E10,Plate1_drugs,1,daunorubicin,treated,0.03125,0.15625,1A2,5,10,694,1516,1.222234639,1.517605413,13439742,9018.317171,2208.356463,43.93439359,13518903,9053.157631,5587599.5,9528.26451,583,38.18347339,16,13518903,9053.157631
1A2_E11,E11,Plate1_drugs,1,DMSO,control,NULL,NULL,1A2,5,11,871,1290,1.244291004,1.592306402,11381538,9629.991803,2473.986507,40.52750933,11396951,9672.042932,5527452,10279.91059,550,51.36363636,12,11396951,9672.042932
1A2_E12,E12,Plate1_drugs,1,daunorubicin,treated,0.015625,0.078125,1A2,5,12,709,1456,1.217893239,1.497875431,13275734,9259.728559,2303.074269,43.05620486,13376532,9277.114841,5499719,9888.170629,558,39,17,13376532,9277.114841
1A2_E13,E13,Plate1_drugs,1,chlortetracycline,treated,1,20,1A2,5,13,646,1405,1.229504644,1.579812242,12200704.5,9136.787908,2303.108221,42.29540827,12193392.5,9163.038982,5646562.5,9656.382186,577.5,41.72850679,15,12193392.5,9163.038982
1A2_E14,E14,Plate1_drugs,1,chlortetracycline,treated,0.5,10,1A2,5,14,797,1431,1.225709068,1.529176407,12980923,8974.484848,2313.842107,42.68495975,13111828,9042.194574,5707162,9802.751366,580,37.07692308,16,13111828,9042.194574
1A2_E15,E15,Plate1_drugs,1,chlortetracycline,treated,0.25,5,1A2,5,15,736,1396,1.229414557,1.55501511,11988850.5,9141.63863,2245.704666,42.15972221,12017547.5,9180.849522,5450563,9570.7704,576,43.32051282,15,12017547.5,9180.849522
1A2_E16,E16,Plate1_drugs,1,chlortetracycline,treated,0.125,2.5,1A2,5,16,882,1371.5,1.22331561,1.527924364,11896552.5,9251.248954,2244.288855,41.78812646,11926150,9289.207902,5575832,9709.99089,571,43.98,14,11926150,9289.207902
1A2_E17,E17,Plate1_drugs,1,DMSO,control,NULL,NULL,1A2,5,17,780,1398.5,1.242677421,1.592505864,12409154.5,9236.367227,2307.774952,42.19745782,12417900,9230.592768,5587543.5,9676.560527,583.5,42.36428571,15,12417900,9230.592768
1A2_E18,E18,Plate1_drugs,1,chlortetracycline,treated,0.0625,1.25,1A2,5,18,790,1412,1.223141745,1.502533706,13000027,9521.139585,2309.264508,42.40062895,13028151.5,9536.730474,5682644.5,9935.335109,581.5,46.25543478,14,13028151.5,9536.730474
1A2_E19,E19,Plate1_drugs,1,chlortetracycline,treated,0.03125,0.625,1A2,5,19,898,1350,1.216368888,1.493597974,11414619.5,9038.878717,2258.441943,41.45929509,11432776.5,9002.050816,5477287,9487.524537,564,41.21894737,16,11432776.5,9002.050816
1A2_E20,E20,Plate1_drugs,1,chlortetracycline,treated,0.015625,0.3125,1A2,5,20,887,1384,1.212672303,1.470710833,11972301,9328.446463,2276.848096,41.97813157,11998373,9362.289937,5524756,9768.970297,567,45.09090909,14,11998373,9362.289937
1A2_E21,E21,Plate1_drugs,1,mepacrine,treated,1,20,1A2,5,21,419,1575,1.241089668,1.605793531,15815710,9575.507528,2379.952084,44.78115991,15775125,9520.829478,6393520,9887.650538,616,38.05,18,15775125,9520.829478
1A2_E22,E22,Plate1_drugs,1,mepacrine,treated,0.5,10,1A2,5,22,722,1379.5,1.242615106,1.617470931,10709962.5,8693.194225,1996.985279,41.90983052,10709596,8691.308927,5122834,8886.220195,562,37.52197802,16,10709596,8691.308927
1A2_E23,E23,Plate1_drugs,1,DMSO,control,NULL,NULL,1A2,5,23,836,1331.5,1.244520751,1.556743176,11489914.5,9470.221987,2281.881465,41.1742443,11381335,9390.302127,5439734,9748.995839,551,43.86742424,14,11381335,9390.302127
1A2_F02,F02,Plate1_drugs,1,mepacrine,treated,0.25,5,1A2,6,2,806,1482.5,1.22696921,1.53844028,13097710.5,8891.61807,2182.911478,43.44626073,13045220,8843.476375,5772666,9230.702493,629,39.53125,17.5,13045220,8843.476375
1A2_F03,F03,Plate1_drugs,1,mepacrine,treated,0.125,2.5,1A2,6,3,822,1393,1.220682765,1.513662773,11803625.5,8940.938832,2125.433337,42.11439727,11745577,8904.011596,5303348.5,9243.626695,575,43.00320513,15,11745577,8904.011596
1A2_F04,F04,Plate1_drugs,1,mepacrine,treated,0.0625,1.25,1A2,6,4,763,1450,1.21417439,1.512562337,11906020,8833.992843,2183.829618,42.96739857,11855807,8781.555839,5551463,9286.794521,601,36.85714286,18,11855807,8781.555839
1A2_F05,F05,Plate1_drugs,1,mepacrine,treated,0.03125,0.625,1A2,6,5,779,1471,1.216700665,1.510760656,12169987,8945.972822,2213.282747,43.27742333,12139615,8935.987746,5500744,9453.082888,594,41.11764706,16,12139615,8935.987746
1A2_F06,F06,Plate1_drugs,1,DMSO,control,NULL,NULL,1A2,6,6,853,1347,1.230820639,1.555249881,11309139,8968.02636,2217.087037,41.41320643,11254644,8926.161796,5415418,9459.954693,577,44,14,11254644,8926.161796
1A2_F07,F07,Plate1_drugs,1,mepacrine,treated,0.015625,0.3125,1A2,6,7,823,1404,1.215269204,1.490902721,11448386,8756.003063,2166.395963,42.28035384,11415934,8711.291507,5446245,9151.477011,593,39.76923077,16,11415934,8711.291507
1A2_F08,F08,Plate1_drugs,1,irinotecan,treated,1,20,1A2,6,8,470,1971,1.274984917,1.756749837,13763568,7257.425345,1890.491872,50.0954603,13646552.5,7218.902169,5556767,7813.392727,697,28.82326007,25,13646552.5,7218.902169
1A2_F09,F09,Plate1_drugs,1,irinotecan,treated,0.5,10,1A2,6,9,514,1943.5,1.268421921,1.714296081,13855567.5,7487.123225,1894.695605,49.74475866,13824892.5,7451.496119,5389635,8102.643486,686.5,28.76,25.5,13824892.5,7451.496119
1A2_F10,F10,Plate1_drugs,1,irinotecan,treated,0.25,5,1A2,6,10,488,1982,1.259821761,1.693659748,14360902.5,7380.66428,1855.871156,50.23502969,14355814.5,7386.107456,5943983,7897.157229,734.5,30.64217443,25,14355814.5,7386.107456
1A2_F11,F11,Plate1_drugs,1,irinotecan,treated,0.125,2.5,1A2,6,11,511,1941,1.24491211,1.639366483,17774823,9088.0085,2269.219384,49.71275446,17667454,9047.267321,7435395,9537.657328,764,36.4375,22,17667454,9047.267321
1A2_F12,F12,Plate1_drugs,1,DMSO,control,NULL,NULL,1A2,6,12,777,1373,1.228654672,1.569215829,13098505,10138.36971,2619.963348,41.81097816,13045517,10154.10794,5903710,10721.93445,556,45.42857143,13,13045517,10154.10794
1A2_F13,F13,Plate1_drugs,1,irinotecan,treated,0.0625,1.25,1A2,6,13,586,1822.5,1.239606072,1.624832157,19700708.5,10573.14172,2581.007612,48.17135068,19595917.5,10500.12419,7953028.5,10820.24615,720.5,44.74375,16,19595917.5,10500.12419
1A2_F14,F14,Plate1_drugs,1,irinotecan,treated,0.03125,0.625,1A2,6,14,620,1589.5,1.229589452,1.557570055,19382612,11932.11978,2895.498519,44.98682258,19274168.5,11876.73103,7305573.5,12281.25407,579.5,51.36458333,12,19274168.5,11876.73103
1A2_F15,F15,Plate1_drugs,1,irinotecan,treated,0.015625,0.3125,1A2,6,15,761,1515,1.210811288,1.496992352,15250755,10282.88406,2563.476732,43.91990335,15255401,10303.93008,6327585,10805.90467,602,46.45454545,15,15255401,10303.93008
