,plate_well,WellId,Plate,Plate_number,Drug_name,Treatment,Metadata_dil_factor,Metadata_concentration_uM,PlateNumber,Row,Column,CELL_COUNT,ObjectArea_NUC_A,ObjectShapeP2A_NUC_A,ObjectShapeLWR_NUC_A,ObjectTotalInten_NUC_A,ObjectAvgInten_NUC_A,ObjectVarInten_NUC_A,ObjectSize_NUC_A,RingTotalInten_RNA,RingAvgInten_RNA,CircTotalInten_RNA,CircAvgInten_RNA,RingSpotTotalInten_RNA,RingSpotAvgInten_RNA,RingSpotTotalArea_RNA,RingSpotAvgArea_RNA,RingSpotCount_RNA,CircSpotTotalInten_RNA,CircSpotAvgInten_RNA,CircSpotTotalArea_RNA,CircSpotAvgArea_RNA,CircSpotCount_RNA,TotalInten_RNA,AvgInten_RNA,RingTotalInten_PMG,RingAvgInten_PMG,CircTotalInten_PMG,CircAvgInten_PMG,RingSpotTotalInten_PMG,RingSpotAvgInten_PMG,RingSpotTotalArea_PMG,RingSpotAvgArea_PMG,RingSpotCount_PMG,CircSpotTotalInten_PMG,CircSpotAvgInten_PMG,CircSpotTotalArea_PMG,CircSpotAvgArea_PMG,CircSpotCount_PMG,TotalInten_PMG,AvgInten_PMG,RingTotalInten_MITO,RingAvgInten_MITO,CircTotalInten_MITO,CircAvgInten_MITO,RingSpotTotalInten_MITO,RingSpotAvgInten_MITO,RingSpotTotalArea_MITO,RingSpotAvgArea_MITO,RingSpotCount_MITO,CircSpotTotalInten_MITO,CircSpotAvgInten_MITO,CircSpotTotalArea_MITO,CircSpotAvgArea_MITO,CircSpotCount_MITO,TotalInten_MITO,AvgInten_MITO,RingTotalInten_NUC_Tex,RingAvgInten_NUC_Tex,CircTotalInten_NUC_Tex,CircAvgInten_NUC_Tex,RingSpotTotalInten_NUC_Tex,RingSpotAvgInten_NUC_Tex,RingSpotTotalArea_NUC_Tex,RingSpotAvgArea_NUC_Tex,RingSpotCount_NUC_Tex,CircSpotTotalInten_NUC_Tex,CircSpotAvgInten_NUC_Tex,CircSpotTotalArea_NUC_Tex,CircSpotAvgArea_NUC_Tex,CircSpotCount_NUC_Tex,TotalInten_NUC_Tex,AvgInten_NUC_Tex
561,1A2_M12,M12,Plate1_drugs,1,trichostatin-a,treated,0.0625,1.25,1A2,13,12,362,2212,1.240583829,1.628609412,19202416,8548.990143,2214.787137,53.06981938,12350894,1131.683629,6187424.5,2827.518503,5477.5,1786.813017,2,1,1,416116.5,4276.092105,94,7,9,6187424.5,2827.518503,29636978.5,2716.49944,10934225,4871.565923,3756973,4352.415594,836,9.258027523,93,4348993,5359.366309,806.5,11.87239165,67.5,10934225,4871.565923,31771930,2919.51492,10882883,4794.324331,3855007,4979.944326,768,5.556705195,146.5,1298692,5556.418788,228,3.205116133,62,10882883,4794.324331,9989448,908.9532713,19195687.5,8521.939173,8909,2181.09375,3,1,2,7330760,8983.432764,772.5,26.76893939,32,19195687.5,8521.939173
562,1A2_M13,M13,Plate1_drugs,1,DMSO,control,NULL,NULL,1A2,13,13,735,1344,1.232877691,1.555084869,11243570,9181.494487,2288.782921,41.36706357,7414602,1112.556183,3511254,2527.516825,4149,1773.333333,2,1,1,249933,3816.178571,69,7.857142857,8,3511254,2527.516825,17779248,2643.485794,6199321,4522.127343,1930889,4446.289796,428,10.82222222,37,2039340,5063.393496,406,10.82352941,32,6199321,4522.127343,18521466,2752.28728,6023074,4447.718459,2436938,4853.606285,487,6.488372093,76,692520,5184.641667,133,3.5,32,6023074,4447.718459,6403901,927.7867987,11244480,9197.463729,6760,3428.428571,2,1,1,5274120,9712.376502,549,42.05,14,11244480,9197.463729
563,1A2_M14,M14,Plate1_drugs,1,trichostatin-a,treated,0.03125,0.625,1A2,13,14,553,1723,1.228336718,1.568806197,17722248,9040.977804,2321.730474,46.83793052,10225581,1212.21544,4829362,2816.001767,0,0,0,0,0,303733,4315.967033,75,8.1,8,4829362,2816.001767,23769882,2736.458701,8313475,4847.593781,2632497,4579.771626,561,10.78494624,51,2855232,5421.762712,522,13.52941176,37,8313475,4847.593781,27179897,3087.122066,8474985,5109.287087,4046032,5468.041068,733,7.743801653,92,1086323,6077.292857,178,4.177777778,37,8474985,5109.287087,8017423,920.3130307,17768854,9043.087087,10580,2682.5,3,1,1,6550401,9688.940299,637,36.45454545,19,17768854,9043.087087
564,1A2_M15,M15,Plate1_drugs,1,trichostatin-a,treated,0.015625,0.3125,1A2,13,15,742,1496.5,1.222957171,1.519199081,13229991.5,9177.801902,2331.075483,43.65092124,9091091.5,1255.788983,4160083,2811.526706,0,0,0,0,0,301075,4247.2625,75,8,7,4160083,2811.526706,20862682.5,2783.631029,7481101,4868.164409,1767398.5,4790.104616,349.5,9.745817246,35,2339242.5,5477.124286,420,11.45788043,33,7481101,4868.164409,21852153,2922.777763,7188066.5,4679.332806,2217979,5198.163262,409,6.011199602,69,599517.5,5622.69221,107,3.544155844,25,7188066.5,4679.332806,7262311,973.5646058,13246590,9219.780564,7645.5,2779.483871,2,1,1,5491151.5,9769.085752,574,36.6754386,17,13246590,9219.780564
565,1A2_M16,M16,Plate1_drugs,1,gemcitabine,treated,1,20,1A2,13,16,370,1440.5,1.333798071,1.87304008,17107023.5,11742.31627,3163.811634,42.82640619,7732383.5,840.3803307,4534605.5,2976.94187,0,0,0,0,0,273922,4973.165666,52,7.366666667,6,4534605.5,2976.94187,21655665,2353.834247,7527839,5036.22347,4982320.5,4162.837726,1189,15.40588235,72,4745809.5,5342.565378,826,36.62962963,25,7527839,5036.22347,21674050,2396.902083,7231384.5,4752.613067,4517158,4823.920266,913,8.95276147,106,1691442,5458.93159,303,6.366666667,42,7231384.5,4752.613067,7951819,861.3369932,17054934,11705.80388,5561.5,2174.725,1,1,1,6816185,12072.77041,555,55.35314685,10,17054934,11705.80388
566,1A2_M17,M17,Plate1_drugs,1,gemcitabine,treated,0.5,10,1A2,13,17,261,1371,1.325017312,1.846907732,16325042,11449.54457,3140.836368,41.78051479,7256192,757.013073,4270917,2870.472135,0,0,0,0,0,173945,4834.7,35,5.571428571,5,4270917,2870.472135,21172761,2261.091889,7421733,4879.508876,4319684,4162.761905,1084,15.54545455,66,4313099,5349.798693,791,30.75,25,7421733,4879.508876,22277180,2339.338755,7553341,4966.88517,4697864,5044.24708,959,10.53333333,96,1969973,5685.974922,335,7.489130435,40,7553341,4966.88517,7707859,792.399114,16281469,11380.26415,10907,2623,3,1.25,1,6344198,11779.46166,525,56.33333333,9,16281469,11380.26415
567,1A2_M18,M18,Plate1_drugs,1,gemcitabine,treated,0.25,5,1A2,13,18,343,1471,1.330395753,1.833135887,14934967,10086.85449,2817.811958,43.27742333,7305663,775.7386995,3989665,2610.135794,0,0,0,0,0,118471,3973.857143,29,5.541666667,4,3989665,2610.135794,20988971,2298.20838,7483368,4830.051049,4646962,4197.407407,1106,18.04958678,61,3902154,5347.41449,681,30.5,24,7483368,4830.051049,19743004,2113.044955,5935320,3901.14595,4621602,4450.567917,1035,10.7037037,95,1281584,4720.678363,275,6.578947368,34,5935320,3901.14595,6161184,658.1981264,14934318,10123.73571,4915,2002.529412,1,1,1,5946374,10676.76808,549,39.54545455,15,14934318,10123.73571
568,1A2_M19,M19,Plate1_drugs,1,DMSO,control,NULL,NULL,1A2,13,19,821,1331,1.243443856,1.587088254,11424239,9629.397781,2416.9514,41.1665135,8011816,1174.088619,3852252,2792.937275,2917,1886.5,1,1,1,235104,4166.421053,57,7,7,3852252,2792.937275,17782320,2619.6551,6236898,4534.907455,1872953,4603.401575,399,13.4,28,1870498,5211.879518,362,11.875,24,6236898,4534.907455,16690969,2452.806383,5569777,4014.107159,1949244,4554.028894,419,6.58490566,62,544635,4826.477477,113,3.625,26,5569777,4014.107159,6170701,899.7412873,11469516,9643.097663,4955,2327.307692,1,1,1,5292575,10185.6734,534,45.81818182,13,11469516,9643.097663
569,1A2_M20,M20,Plate1_drugs,1,gemcitabine,treated,0.125,2.5,1A2,13,20,305,1488,1.318748492,1.813586899,18212407,11674.61987,3125.616694,43.52677845,7381459,801.6102469,4633684,2900.967761,0,0,0,0,0,179211,4749.394366,36,6,5,4633684,2900.967761,21227673,2314.838435,7850956,4947.939589,5297977,4133.030801,1278,19.11578947,64,4474855,5456.534342,765,37.42857143,23,7850956,4947.939589,20518003,2216.90688,6949401,4599.716597,5043336,4673.512376,1106,11.44155844,97,1782742,5201.196375,331,7.865384615,40,6949401,4599.716597,7131726,773.0591096,18228375,11677.21892,5659,2259,1,1,1,6623438,11992.59924,551,58.33333333,10,18228375,11677.21892
570,1A2_M21,M21,Plate1_drugs,1,gemcitabine,treated,0.0625,1.25,1A2,13,21,362,1529.5,1.296914634,1.797024568,17931198,11433.45067,3161.73383,44.12958001,7226033.5,808.6043426,4524770,2825.570382,0,0,0,0,0,170808.5,4774.112319,32.5,4.732142857,5,4524770,2825.570382,21507098,2342.371457,7942722,4931.707976,3435644.5,4161.95771,803,11.84140141,62.5,4357621,5296.822287,753,30.12670409,25,7942722,4931.707976,20918456,2301.292143,7231571.5,4520.507757,3195502,4650.514902,700,6.57485764,108,1422892,5167.928657,272,5.189903846,42,7231571.5,4520.507757,8211945.5,895.2519838,17886316.5,11361.27097,0,0,0,0,0,6487288,12034.48555,532.5,45.10633484,13,17886316.5,11361.27097
571,1A2_M22,M22,Plate1_drugs,1,gemcitabine,treated,0.03125,0.625,1A2,13,22,490,1097.5,1.309857812,1.746639625,10918791,11189.9577,3071.795176,37.38155063,6702976,946.7278842,3412302,3102.637605,0,0,0,0,0,177278,4610.695652,38,6.513157895,5,3412302,3102.637605,18140534.5,2533.562999,5739151.5,5187.143155,3817721.5,4389.820343,860,15.55760722,55,3953156.5,5633.56053,687.5,47.88235294,15,5739151.5,5187.143155,18227441,2537.346712,5543164,4819.62263,3280932.5,4995.578725,657,8.56227491,72.5,1239222.5,5611.193356,224.5,6.537087912,31,5543164,4819.62263,6288240,863.3967931,10947660,11218.04095,0,0,0,0,0,5233314,11864.34472,452,63.5,8,10947660,11218.04095
572,1A2_M23,M23,Plate1_drugs,1,gemcitabine,treated,0.015625,0.3125,1A2,13,23,850,1224,1.246242044,1.610062486,10978469,9798.699689,2466.332694,39.47714785,7997533.5,1174.012211,3487999.5,2784.204692,0,0,0,0,0,270246,4434.200524,62,7.679487179,7,3487999.5,2784.204692,18807986,2756.772237,5915892,4726.948031,1263633,4617.294802,257.5,8.947435897,28,2258016,5260.936872,419,12.23608534,28,5915892,4726.948031,18244944,2708.54925,5383487,4308.618348,1559780,4751.121736,321,5.255844156,60,484212,5130.975837,95.5,3.280625,23.5,5383487,4308.618348,6548534,965.9311088,10944872,9785.388559,9780,3666.75817,2,1,1,5489691.5,10267.56016,525,47.55,12,10944872,9785.388559
573,1A2_N02,N02,Plate1_drugs,1,vincristine,treated,1,20,1A2,14,2,386,2051.5,1.270293902,1.694708329,12151657.5,6444.272624,1644.616378,51.1082272,16236942.5,1600.775363,8295866,3945.388222,4615.5,2615.666667,1,1,1,711594,6565.107639,106.5,11.43315508,9,8295866,3945.388222,31815750,3085.926223,11919132,5640.25629,4867216,4994.950405,969,12.63213531,77,4955450,6265.103434,794.5,16.5648248,45,11919132,5640.25629,39475582,3871.74629,14709378.5,7058.403395,7558854,7028.266615,1038.5,9.252083946,111,2670903,8094.030439,327,5.857407407,51,14709378.5,7058.403395,9731604,965.3708459,12116828.5,6399.366591,15279,2192.89639,6,1.333333333,3,4581732,7067.150185,649.5,23.72383922,28,12116828.5,6399.366591
574,1A2_N03,N03,Plate1_drugs,1,vincristine,treated,0.5,10,1A2,14,3,370,2062.5,1.275798794,1.686994246,12212427,6423.473335,1601.323249,51.24506038,15852103.5,1613.107512,8500880.5,3986.966903,0,0,0,0,0,645117.5,6511.24061,101,11.05,8,8500880.5,3986.966903,32263420.5,3160.358046,11893136.5,5510.554849,3946246.5,5082.309848,728,9.792872949,72,4618895.5,6215.980309,754,14.78168203,43,11893136.5,5510.554849,36819474,3628.829362,13755556,6451.026317,6444709.5,6396.627801,999,7.316119691,135,2311710.5,7448.230491,320,4.598143513,59,13755556,6451.026317,9854345.5,978.0505586,12135429,6378.13592,16081,2420.072198,6,1.392307692,3,4530345,6987.223592,626,20.59034483,31.5,12135429,6378.13592
575,1A2_N04,N04,Plate1_drugs,1,DMSO,control,NULL,NULL,1A2,14,4,831,1367,1.233433245,1.547628637,11481412,9114.514423,2264.519115,41.7195213,11340977,1769.491159,5604839,4046.636468,0,0,0,0,0,436833,6311.926471,72,8.857142857,7,5604839,4046.636468,19464039,2959.47437,6844672,4963.022553,1595074,4950.23622,315,9.386363636,33,2399925,5576.699647,440,11.1627907,30,6844672,4963.022553,21769734,3396.622218,7588368,5489.209811,3199926,6152.800643,510,7.779220779,67,955760,6449.02139,148,3.934782609,32,7588368,5489.209811,7452999,1156.329583,11471065,9043.541568,5588,2385.916667,2,1,1,5415087,9540.268007,574,41.57894737,15,11471065,9043.541568
576,1A2_N05,N05,Plate1_drugs,1,vincristine,treated,0.25,5,1A2,14,5,393,2072,1.258552758,1.674593442,12373475,6494.769649,1582.915559,51.36294712,17966296,1692.207171,9004493,4239.534981,0,0,0,0,0,735051,7073.245098,104,10.1,9,9004493,4239.534981,33476253,3201.859363,12073270,5630.879767,4345110,5213.949301,808,11.21568627,67,4033350,6298.053731,637,14.30769231,42,12073270,5630.879767,39478662,3760.230689,14235590,6513.578928,7291385,6673.804627,1065,8.873563218,114,2180100,7748.447368,282,5.120689655,48,14235590,6513.578928,10037198,952.6888394,12289653,6471.871212,19274,2500.571429,7,1.4,3,4597668,6943.827946,660,24.58333333,28,12289653,6471.871212
577,1A2_N06,N06,Plate1_drugs,1,vincristine,treated,0.125,2.5,1A2,14,6,402,2062,1.267565431,1.711719056,11708109.5,6086.192528,1544.663056,51.23885187,17672107,1704.755379,8694587.5,4126.776082,0,0,0,0,0,703137,6873.072368,102,10.6,9,8694587.5,4126.776082,33676203.5,3211.632452,11922140.5,5733.083665,3843732.5,5112.4352,735,9.063031605,82.5,4928645.5,6389.935826,791.5,15.39104555,44,11922140.5,5733.083665,38956812.5,3729.40564,13863250,6427.240814,6208441,6534.707464,926,7.187223859,124,1916228.5,7425.701548,261.5,4.067538126,56,13863250,6427.240814,9925767,949.4383868,11604974.5,6040.263865,9559,1981.605691,4,1,3,4490400.5,6544.283374,680.5,21.58928571,32,11604974.5,6040.263865
578,1A2_N07,N07,Plate1_drugs,1,vincristine,treated,0.0625,1.25,1A2,14,7,412,2034,1.258718728,1.670144423,11809995,6264.583849,1524.175636,50.88977534,17709927.5,1681.928151,8656865.5,4154.653505,0,0,0,0,0,742363.5,6774.818276,104.5,11.5,9,8656865.5,4154.653505,32993259.5,3046.786881,11989607,5582.306464,4083038,5163.444444,768.5,11.94305556,63,4301434,6412.33104,686.5,16.55037879,39,11989607,5582.306464,40666549,3762.293149,14503839.5,6931.551366,7437702,7068.948308,1030.5,9.555150041,103,2245324,8304.452869,278,5.700619104,43,14503839.5,6931.551366,9732126.5,905.0043814,11780968,6247.002778,9974.5,2179.038462,4,1.142857143,2,4262515.5,6802.062146,660,23.78498074,30,11780968,6247.002778
579,1A2_N08,N08,Plate1_drugs,1,vincristine,treated,0.03125,0.625,1A2,14,8,437,2062,1.265318661,1.672741039,11948985,6167.383939,1544.858872,51.23885187,17963345,1746.027228,9249765,4309.524807,0,0,0,0,0,705882,7023.614286,107,11.33333333,9,9249765,4309.524807,32479398,3158.830377,12354475,5810.005065,3924447,5229.912833,755,11.04878049,68,5445177,6435.77707,837,17.51111111,42,12354475,5810.005065,38691200,3806.305367,14820278,6828.468413,6182779,7063.909302,887,8.613636364,109,2254497,8104.554745,280,4.78,50,14820278,6828.468413,10035875,972.3873684,11855693,6134.812247,21748,2070.75,9,1.555555556,4,4459384,6679.716458,682,22.5,31,11855693,6134.812247
580,1A2_N09,N09,Plate1_drugs,1,DMSO,control,NULL,NULL,1A2,14,9,806,1337,1.240362065,1.566921538,11107739.5,9121.638085,2284.036216,41.25919332,11566409.5,1704.848237,5936233,4268.188136,0,0,0,0,0,469249.5,6503.847347,70,9,7,5936233,4268.188136,19865594.5,2873.348564,7352041,5216.41399,2027882.5,5164.996065,386,13.38181818,29,2636461,5970.867112,448,15.84090909,23,7352041,5216.41399,24290789,3545.883451,8571115,6235.356903,4874187,6763.680579,702,10.72934473,65,1507156,7250.603753,209,5.799452222,32,8571115,6235.356903,7050386,1022.932633,11078588.5,9090.390468,6680.5,2350.156085,2,1,1,5218758.5,9597.317624,550,45.86403509,14,11078588.5,9090.390468
581,1A2_N10,N10,Plate1_drugs,1,vincristine,treated,0.015625,0.3125,1A2,14,10,423,2008,1.268158099,1.692406297,11450907,6093.611877,1521.857513,50.56347502,18050003,1723.177056,9055386,4338.331729,0,0,0,0,0,696662,7072.022222,102,10.2,8,9055386,4338.331729,31855831,3062.383425,11572606,5711.474565,3903979,5114.456914,773,12,59,4415329,6360.582166,716,17.62352941,37,11572606,5711.474565,37541326,3566.134999,14024338,6667.080029,6196747,6756.792961,895,8.857142857,98,2090123,7724.883978,268,5.564102564,47,14024338,6667.080029,9378013,900.659345,11416174,6081.950668,10746,1973.813953,4,1.2,2,4259327,6672.381895,664,22.89655172,30,11416174,6081.950668
582,1A2_N11,N11,Plate1_drugs,1,bendamustine,treated,1,20,1A2,14,11,133,2075,1.215352286,1.456853741,16201487,7974.480034,2215.055794,51.40011727,11049939,994.3284206,7210978,3367.522847,0,0,0,0,0,144407,4265.817073,31,5,2,7210978,3367.522847,29377109,2753.758948,12616135,6111.204953,8846175,4758.880267,1906,16.82550336,107,6804475,6945.443567,890,26.525,32,12616135,6111.204953,25745729,2403.435887,9942286,4860.10697,6362265,4708.129506,1407,10.75609756,142,2519687,6176.701149,390,8.411764706,46,9942286,4860.10697,7298865,676.3571703,16196256,7969.5292,0,0,0,0,0,4861611,9102.902183,518,29.5,20,16196256,7969.5292
583,1A2_N12,N12,Plate1_drugs,1,bendamustine,treated,0.5,10,1A2,14,12,84,2294,1.177968854,1.356321748,19535223.5,9009.399015,2520.848609,54.04453142,11161607.5,897.504776,7145893,3034.657047,44153,2457.961022,13.5,2.5,3,424032.5,4743.997764,82,7.566176471,7,7145893,3034.657047,31322422,2475.599666,14845924,6597.780571,7497884.5,4461.213326,1751.5,14.36515099,119.5,10058678,7091.662686,1302.5,36.92783251,34,14845924,6597.780571,29790439.5,2467.815595,11392131.5,4903.102557,4253908.5,4604.779924,992,5.009953184,191,2189231.5,5672.245293,386,5.159460458,71.5,11392131.5,4903.102557,9792891,809.4159263,19532805,8968.104645,6227.5,1729.107143,2.5,1,1.5,7257825,10084.73048,626.5,29.86680912,25.5,19532805,8968.104645
584,1A2_N13,N13,Plate1_drugs,1,bendamustine,treated,0.25,5,1A2,14,13,124,2077.5,1.198548493,1.34995579,15678582,8340.297997,2339.643436,51.43104171,9157051.5,838.1158865,5167448.5,2664.782053,0,0,0,0,0,21635.5,3133.960271,7,2.458333333,2,5167448.5,2664.782053,29862021.5,2580.237624,12282444.5,5798.228723,7307773.5,4313.454543,1681.5,15.73167724,107,6702338,6428.409489,892.5,28.58193277,31,12282444.5,5798.228723,23842127.5,2116.881741,7468634.5,3518.997538,3840915.5,3758.253329,1021.5,6.072537743,162.5,1135506,4209.796714,286.5,5.330645161,43,7468634.5,3518.997538,7047487,628.8607165,15643104,8385.965878,6005.5,2107.5,2,1,1,5406425.5,9014.627843,627,29.34551724,24,15643104,8385.965878
585,1A2_N14,N14,Plate1_drugs,1,DMSO,control,NULL,NULL,1A2,14,14,670,1328,1.233275059,1.5477119,12677680,10316.64402,2662.438034,41.12008216,7133258,1061.755923,3379532,2511.573464,3558,1648.445922,1,1,1,195217,3607.234556,57,7,7,3379532,2511.573464,18863923,2690.513892,6896374,5036.967331,2536603.5,4614.45516,550,13,42,3662850.5,5569.716615,615.5,24.20059289,23,6896374,5036.967331,19250189,2748.901678,6000047.5,4331.056742,2661667.5,4919.578709,541,7.307346327,76,767702,5163.980842,147,4.376916868,30.5,6000047.5,4331.056742,6861605.5,975.4587494,12665342,10326.19374,4687.5,1887.351648,1,1,1,5929240.5,10940.47506,552,50.91153846,12,12665342,10326.19374
586,1A2_N15,N15,Plate1_drugs,1,bendamustine,treated,0.125,2.5,1A2,14,15,118,2054.5,1.21486527,1.440511028,20521194.5,10117.34484,2734.110355,51.14555217,8307018.5,815.4554783,5195765.5,2346.397613,0,0,0,0,0,12120,2818.255072,2.5,1.613636364,1,5195765.5,2346.397613,26044402.5,2410.97527,11111796.5,5100.425911,5919253.5,4052.308726,1517.5,14.00641669,110.5,4892676,5696.605526,813,25.75178571,33.5,11111796.5,5100.425911,27097880,2572.353527,10493595.5,4869.91042,5607887.5,4598.134369,1179.5,8.943014706,148.5,2364876,5724.792352,398.5,7.687557817,48.5,10493595.5,4869.91042,8979001.5,822.6129366,20502107.5,10131.33321,12393,2169.590909,4.5,1.6,1,6842246.5,10818.05262,640.5,34.34621578,19,20502107.5,10131.33321
587,1A2_N16,N16,Plate1_drugs,1,bendamustine,treated,0.0625,1.25,1A2,14,16,201,1871,1.272237582,1.458818537,18876326,9511.705479,2844.534487,48.80810576,8378984,856.2967378,4314349,2225.239492,10617,1949,5,2,1,173988,3777.311224,44,6.142857143,6,4314349,2225.239492,25391281,2480.509742,9479592,5059.659238,4350271,3993.344902,1071,9.917159763,107,4629271,5571.298246,798,25.5,32,9479592,5059.659238,28800016,2865.775811,10297743,5527.394305,5156463,5141.994403,970,6.66025641,156,2640931,6470.313953,383,6.289855072,48,10297743,5527.394305,9343781,929.2524605,18841045,9464.297872,23263,3245.740741,5,1.5,2,6463251,10394.56982,586,33,16,18841045,9464.297872
588,1A2_N17,N17,Plate1_drugs,1,bendamustine,treated,0.03125,0.625,1A2,14,17,657,1382,1.246250533,1.530747532,11740572,9351.005724,2397.307731,41.94778958,7540207,1082.044256,3445206,2484.908397,0,0,0,0,0,193408,3848.965517,53,6.571428571,7,3445206,2484.908397,18786223,2603.807268,6428796,4589.237041,2023245,4335.562287,483,10.7037037,42,2481817,5128.233309,478,16.33333333,26,6428796,4589.237041,19892156,2739.84315,6068580,4308.031696,2685677,4757.623938,546,6.79020979,82,780110,5172.041322,150,4.461538462,29,6068580,4308.031696,6988505,984.4540342,11741940,9335.982783,19021,3563.177778,5,1.333333333,2,5306145,9887.352518,530,38.05882353,15,11741940,9335.982783
589,1A2_N18,N18,Plate1_drugs,1,bendamustine,treated,0.015625,0.3125,1A2,14,18,830,1352,1.225292577,1.494656585,11306841,9471.651932,2344.021343,41.48999716,7827075,1237.970766,3561592.5,2629.050205,0,0,0,0,0,264398.5,4051.096753,69,8.3875,7,3561592.5,2629.050205,18217196.5,2807.931677,6398243,4655.146844,1615503.5,4677.054841,333.5,10.37857143,31,2027752.5,5327.529865,361.5,11.51923077,25,6398243,4655.146844,17984087,2770.94545,5780772.5,4277.255819,2031557.5,4887.610446,414,6.288690476,63,544914.5,5170.278964,106,3.666666667,24,5780772.5,4277.255819,6530620,1004.328493,11319652,9483.084847,7549.5,2842.117209,2,1,1,5389937.5,9963.061052,550,44,13,11319652,9483.084847
590,1A2_N19,N19,Plate1_drugs,1,NP1,treated,1,NULL,1A2,14,19,789,1319,1.229771517,1.557298678,11649017,9624.646097,2451.772081,40.98051927,7594544,1135.555845,3557450,2633.885235,0,0,0,0,0,211796,3895.64,57,7,7,3557450,2633.885235,18300968,2678.798803,6419048,4711.323131,1990756,4617.908642,414,12.04347826,33,2136023,5330.426829,394,13.38888889,25,6419048,4711.323131,19526163,2849.946995,6258332,4625.711367,2731233,5158.79159,507,7.467889908,67,734160,5483.090909,131,3.952380952,27,6258332,4625.711367,6586462,952.8695544,11694603,9666.562236,5183,2502.730159,1,1,1,5309103,10368.61035,531,44.58333333,13,11694603,9666.562236
591,1A2_N20,N20,Plate1_drugs,1,DMSO,control,NULL,NULL,1A2,14,20,848,1366.5,1.2387236,1.560199839,12015875.5,9930.351038,2428.475868,41.71189015,7763977.5,1265.355355,3624781,2739.523558,3219,2074.792105,1,1,1,253588,4193.958333,62,7.275,8,3624781,2739.523558,17586992.5,2769.470296,6315493,4683.646358,1794675,4746.674986,364,11.86335404,28,1783770.5,5378.775777,329,11.16064516,23,6315493,4683.646358,17744321.5,2767.228216,5968025,4328.158164,2326984,5031.547194,451.5,7.744565217,58,589982.5,5224.80168,114,4.125491739,23,5968025,4328.158164,6385214.5,984.5635365,12022561.5,9963.377305,14232,3616.943122,3,1,1,5548893.5,10447.44661,533,45.23011364,13,12022561.5,9963.377305
592,1A2_N21,N21,Plate1_drugs,1,NP1,treated,0.5,NULL,1A2,14,21,826,1297,1.225095219,1.500734735,10969256,9158.083217,2322.063381,40.63731893,7577616.5,1212.553681,3596709,2700.566731,3261,1868.071178,1,1,1,250547.5,4238.480215,61,7.236111111,7,3596709,2700.566731,17787624,2790.157983,6335379.5,4737.745627,1576274,4793.96385,321,10.55714286,28,2044286,5452.159892,374,11.38480392,27,6335379.5,4737.745627,18825058.5,2968.085462,6318426,4731.825339,2072789,5298.000483,371.5,6.592597471,56,588477.5,5690.910757,104.5,3.833333333,23,6318426,4731.825339,6344187,995.3127672,10967337.5,9140.422522,7398.5,3074.608674,2,1,1,5151777,9679.539586,537.5,39.43431856,15,10967337.5,9140.422522
593,1A2_N22,N22,Plate1_drugs,1,NP1,treated,0.25,NULL,1A2,14,22,868,1396.5,1.221766092,1.498868468,12165145,9246.772604,2230.076061,42.16727365,8423315.5,1331.566073,3787511,2759.207578,0,0,0,0,0,274268.5,4163.680653,69,7.857142857,7,3787511,2759.207578,18662291.5,2916.2866,6740241.5,4814.557343,1337743.5,4962.025954,254.5,9.813940092,26,1718427,5596.662174,302.5,9.736441799,25,6740241.5,4814.557343,21646556.5,3364.784975,7314162,5079.215038,2708039.5,5879.499392,448.5,7.301994302,61,653134.5,6175.709708,107,3.966629588,24,7314162,5079.215038,6412779,983.1961859,12162141.5,9295.44712,9465,3429.615942,2,1,1,5554820,9731.147621,583,41.96,15,12162141.5,9295.44712
594,1A2_N23,N23,Plate1_drugs,1,NP1,treated,0.125,NULL,1A2,14,23,797,1364,1.222248608,1.489674666,11282432,9193.135391,2236.235969,41.6737176,8292573,1324.101286,3790698,2788.568761,1396,1396,1,1,1,300775,4329.893617,69,8,8,3790698,2788.568761,18655694,2954.508958,6744509,4880.269197,1503355,4879.955801,293,9.068493151,32,2162591,5478.705556,386,10.34042553,29,6744509,4880.269197,21580831,3426.40918,7268018,5209.100769,2433555,5898.976,394,6.607142857,62,694283,6173.75,111,3.739130435,26,7268018,5209.100769,6661015,1051.898484,11287984,9181.717781,9392,3199.333333,2,1,1,5311414,9605.335512,564,39.16666667,15,11287984,9181.717781
595,1A2_O02,O02,Plate1_drugs,1,NP1,treated,0.0625,NULL,1A2,15,2,653,1404,1.214890142,1.489082678,13479344,9582.353846,2462.151269,42.28035384,8048658,1215.23759,3802762,2663.505589,6175,1838.541667,2,1,1,300500,3964.578431,74,7,8,3802762,2663.505589,19778359,2878.043674,7583455,5323.475918,2056913,4784.101906,424,8.692307692,50,4041129,5785.308429,705,21,29,7583455,5323.475918,22230303,3260.900136,7487762,5274.110078,2537006,5647.170651,430,4.961538462,89,970571,6080.042254,155,3.235294118,39,7487762,5274.110078,7575246,1098.437686,13404086,9535.687469,4595,2338.444444,1,1,1,6036230,10110.62638,595,37.83333333,16,13404086,9535.687469
